Year,Institutional_sector_name,Institutional_sector_code,Descriptor,SNA08TRANS,Asset_liability_code,Status,Values
2017.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Loans,K070000,AFL0400,FINAL,1080
2008.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,1111
2009.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-3158
2010.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,16759
2011.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-2624
2012.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,-6091
2013.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,24195
2014.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,20681
2015.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,57706
2016.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,REVISED,41251
2017.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Equity and investment fund shares,K070000,AFL0500,FINAL,62821
2008.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,-1282
2009.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,918
2010.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,1353
2011.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,REVISED,1353
2012.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,1233
2013.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,2720
2014.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,-565
2015.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,-2731
2016.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,2275
2017.03,Total economy (excl rest of the world),8,"Revaluation Account Financial liabilities Insurance, pension and standardised guarantee schemes",K070000,AFL0600,FINAL,438
2008.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,7247
2009.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,34040
2010.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-19947
2011.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-2206
2012.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-275
2013.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-3000
2014.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-245
2015.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,8896
2016.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,25940
2017.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Financial derivatives and employee stock options,K070000,AFL0700,FINAL,-11962
2008.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,REVISED,29
2009.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,235
2010.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-48
2011.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-75
2012.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-47
2013.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,28
2014.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,3
2015.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,-14
2016.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,54
2017.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Other accounts payable,K070000,AFL0800,FINAL,42
2008.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,3313
2009.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,76749
2010.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-15940
2011.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-1624
2012.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,-6912
2013.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,25470
2014.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,9787
2015.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,65652
2016.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,REVISED,87675
2017.03,Total economy (excl rest of the world),8,Revaluation Account Financial liabilities Total financial liabilities,K070000,AFL0000,FINAL,55144
2008.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,53541
2009.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,-49384
2010.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,47661
2011.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,1814
2012.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,10060
2013.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,38787
2014.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,39391
2015.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,91359
2016.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,REVISED,103565
2017.03,Total economy (excl rest of the world),8,Revaluation Account Changes in net worth due to holding gains/losses,B103000,A000000,FINAL,158146
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,35
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,38
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1824
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1778
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1557
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1418
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1448
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1414
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1577
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance monetary gold and special drawing rights,LE00000,AFA0100,FINAL,1464
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,184982
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,202050
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,204480
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,215700
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,230132
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,243813
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,254854
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,280234
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,REVISED,298605
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance currency and deposits,LE00000,AFA0200,FINAL,321820
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,128183
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,130166
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,150157
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,164716
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,167668
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,171793
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,177598
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,207243
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,REVISED,212322
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance debt securities,LE00000,AFA0300,FINAL,211139
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,642483
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,657705
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,657779
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,661204
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,657211
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,663725
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,679340
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,710534
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,REVISED,780091
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance loans,LE00000,AFA0400,FINAL,808225
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,793067
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,747591
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,779569
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,815080
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,804248
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,844684
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,894763
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,967406
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,REVISED,1034431
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance equity and investment fund shares,LE00000,AFA0500,FINAL,1119782
2008.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,52264
2009.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,50496
2010.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,58807
2011.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,REVISED,108927
2012.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,REVISED,108297
2013.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,REVISED,102850
2014.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,REVISED,96450
2015.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,C
2016.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,C
2017.03,Total economy (excl rest of the world),8,"Financial assets Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFA0600,FINAL,C
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,20113
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,53121
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,33371
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,31858
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,31431
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,28586
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,26481
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,28709
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,47196
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance financial derivatives,LE00000,AFA0700,FINAL,32384
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,84839
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,89730
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,83273
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,91559
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,100813
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,102729
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,REVISED,99802
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,C
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,C
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance other accounts receivable,LE00000,AFA0800,FINAL,C
2008.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,1905966
2009.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,1930897
2010.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,1969260
2011.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2090822
2012.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2101357
2013.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2159598
2014.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2230736
2015.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2396928
2016.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,REVISED,2563387
2017.03,Total economy (excl rest of the world),8,Financial assets Closing balance Total financial assets,LE00000,AFA0000,FINAL,2698921
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,292
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,375
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1822
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1776
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1616
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1530
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1522
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1574
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1735
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance monetary gold and special drawing rights,LE00000,AFL0100,FINAL,1658
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,209405
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,REVISED,228643
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,226549
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,236684
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,251426
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,263067
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,273564
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,295579
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,314678
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance currency and deposits,LE00000,AFL0200,FINAL,333523
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,200029
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,206058
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,224579
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,247698
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,253139
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,259036
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,258587
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,294913
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,REVISED,305217
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance debt securities,LE00000,AFL0300,FINAL,310159
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,690939
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,718797
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,722662
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,720154
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,715431
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,718857
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,731529
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,753722
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,REVISED,816455
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance loans,LE00000,AFL0400,FINAL,845860
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,791402
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,748066
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,776401
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,806480
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,806190
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,850007
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,907112
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,977677
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,REVISED,1048874
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance equity and investment fund shares,LE00000,AFL0500,FINAL,1127077
2008.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,51908
2009.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,50059
2010.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,58266
2011.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,87541
2012.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,89667
2013.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,89573
2014.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,REVISED,88125
2015.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,C
2016.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,C
2017.03,Total economy (excl rest of the world),8,"Financial liabilities Closing balance insurance, pension, and standardised guarantee schemes",LE00000,AFL0600,FINAL,C
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,19444
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,53484
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,33537
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,31329
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,31057
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,28057
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,27812
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,32190
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,49584
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance financial derivatives,LE00000,AFL0700,FINAL,33251
2008.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,80841
2009.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,85100
2010.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,77872
2011.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,86368
2012.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,96368
2013.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,97998
2014.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,REVISED,94207
2015.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,C
2016.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,C
2017.03,Total economy (excl rest of the world),8,Financial liabilities Closing balance other accounts payable,LE00000,AFL0800,FINAL,C
